Bölge Müdürlüğü,Şube Kodu,Segment Kodu Tanım,Ürün Aile Adı,Ürün Grup Adı,Ana Ürün Adı,Bireysel Ticari,Ana Skont,Tarih,Kullandirim Tutari (Orj),Kullandirim Tutari - TL,Risk Bakiyesi,Doviz Cinsi
A Bölge Müdürlüğü,IT-592-010,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-03-04,30000,30000,68609,TL
D Bölge Müdürlüğü,IT-592-044,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-01-09,65000,65000,2292064,TL
C Bölge Müdürlüğü,IT-592-040,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-07-14,50000,50000,291319,TL
D Bölge Müdürlüğü,IT-592-047,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-01-21,160000,160000,325882,TL
A Bölge Müdürlüğü,IT-592-068,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-02-19,100000,100000,369462,TL
D Bölge Müdürlüğü,IT-592-088,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-12-22,50000,50000,28631,TL
B Bölge Müdürlüğü,IT-592-092,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-08-28,300000,300000,307128,TL
C Bölge Müdürlüğü,IT-592-046,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2011-12-12,15000,15000,16451,TL
C Bölge Müdürlüğü,IT-592-023,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-04-25,20000,20000,537908,TL
E Bölge Müdürlüğü,IT-592-063,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2012-11-09,40000,40000,127078,TL
A Bölge Müdürlüğü,IT-592-037,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2011-11-01,50000,50000,69773,TL
E Bölge Müdürlüğü,IT-592-003,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-02-22,30000,30000,5769,TL
C Bölge Müdürlüğü,IT-592-080,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-12-06,135000,135000,1345618,TL
A Bölge Müdürlüğü,IT-592-065,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2011-09-19,10000,10000,24646,TL
E Bölge Müdürlüğü,IT-592-096,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-12-27,100000,100000,128587,TL
B Bölge Müdürlüğü,IT-592-031,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-12-18,100000,100000,126487,TL
A Bölge Müdürlüğü,IT-592-042,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-05-23,25000,25000,1072617,TL
D Bölge Müdürlüğü,IT-592-062,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2011-09-21,60000,60000,12626,TL
A Bölge Müdürlüğü,IT-592-064,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-09-07,40000,40000,6102,TL
E Bölge Müdürlüğü,IT-592-003,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-01-18,250000,250000,1355514,TL
A Bölge Müdürlüğü,IT-592-020,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-06-07,180000,180000,18460851,TL
B Bölge Müdürlüğü,IT-592-074,Özel Bankacılık,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-04-09,30000,30000,34466,TL
C Bölge Müdürlüğü,IT-592-043,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-04-07,130000,130000,3417236,TL
C Bölge Müdürlüğü,IT-592-080,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-07-19,70000,70000,99521,TL
A Bölge Müdürlüğü,IT-592-072,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-12-17,10000,10000,13977,TL
A Bölge Müdürlüğü,IT-592-076,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2013-06-24,500000,500000,1077626,TL
B Bölge Müdürlüğü,IT-592-089,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-11-13,20000,20000,35232,TL
B Bölge Müdürlüğü,IT-592-028,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-12-23,130000,130000,206605,TL
A Bölge Müdürlüğü,IT-592-066,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,140202,2012-11-23,200000,200000,1544048,TL
A Bölge Müdürlüğü,IT-592-053,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-11-19,300000,300000,411078,TL
E Bölge Müdürlüğü,IT-592-015,VIP,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-11-19,100000,100000,161866,TL
D Bölge Müdürlüğü,IT-592-088,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-11-18,100000,100000,102285,TL
D Bölge Müdürlüğü,IT-592-019,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-11-20,260000,260000,448666,TL
A Bölge Müdürlüğü,IT-592-005,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-07-04,50000,50000,87898,TL
E Bölge Müdürlüğü,IT-592-094,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-06-03,50000,50000,239946,TL
D Bölge Müdürlüğü,IT-592-088,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-11-11,40000,40000,57194,TL
C Bölge Müdürlüğü,IT-592-069,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-02-13,200000,200000,200038,TL
A Bölge Müdürlüğü,IT-592-053,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-10-20,150000,150000,33462,TL
B Bölge Müdürlüğü,IT-592-092,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-11-26,500000,500000,2171751,TL
B Bölge Müdürlüğü,IT-592-084,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-09-26,75000,75000,123367,TL
E Bölge Müdürlüğü,IT-592-055,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2014-01-24,45000,45000,51732,TL
E Bölge Müdürlüğü,IT-592-095,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-03-12,50000,50000,54716,TL
B Bölge Müdürlüğü,IT-592-021,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-04-15,106500,106500,110511,TL
C Bölge Müdürlüğü,IT-592-080,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-07-06,87500,87500,124909,TL
B Bölge Müdürlüğü,IT-592-002,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-11-19,500000,500000,2320943,TL
C Bölge Müdürlüğü,IT-592-034,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-01-20,200000,200000,297068,TL
C Bölge Müdürlüğü,IT-592-046,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-04-01,100000,100000,150285,TL
E Bölge Müdürlüğü,IT-592-095,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-07-25,100000,100000,16023,TL
A Bölge Müdürlüğü,IT-592-076,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-12-20,100000,100000,245035,TL
B Bölge Müdürlüğü,IT-592-028,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-03,200000,200000,551202,TL
D Bölge Müdürlüğü,IT-592-041,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-04-22,40000,40000,7461,TL
E Bölge Müdürlüğü,IT-592-096,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-09-22,170000,170000,230349,TL
D Bölge Müdürlüğü,IT-592-099,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-19,562500,562500,488007,TL
C Bölge Müdürlüğü,IT-592-097,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-12-03,100000,100000,10586,TL
E Bölge Müdürlüğü,IT-592-096,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-02-02,155000,155000,935599,TL
D Bölge Müdürlüğü,IT-592-013,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-11-04,440000,440000,478333,TL
A Bölge Müdürlüğü,IT-592-068,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-08-25,65000,65000,10001,TL
E Bölge Müdürlüğü,IT-592-061,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-05-05,204000,204000,298345,TL
D Bölge Müdürlüğü,IT-592-099,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-11-15,50000,50000,103938,TL
D Bölge Müdürlüğü,IT-592-001,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-05-07,60000,60000,6195,TL
E Bölge Müdürlüğü,IT-592-094,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-06-19,250000,250000,399129,TL
E Bölge Müdürlüğü,IT-592-022,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-09-19,120000,120000,240191,TL
A Bölge Müdürlüğü,IT-592-038,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-02-18,250000,250000,288275,TL
B Bölge Müdürlüğü,IT-592-028,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-08-26,40000,40000,61663,TL
E Bölge Müdürlüğü,IT-592-032,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-12-20,30000,30000,33117,TL
C Bölge Müdürlüğü,IT-592-017,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-08-22,50000,50000,137905,TL
D Bölge Müdürlüğü,IT-592-059,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2012-12-26,35000,35000,88557,TL
D Bölge Müdürlüğü,IT-592-059,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-02-20,350000,350000,1154105,TL
B Bölge Müdürlüğü,IT-592-089,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-06-19,417500,417500,464891,TL
E Bölge Müdürlüğü,IT-592-085,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-11-20,500000,500000,27555649,TL
C Bölge Müdürlüğü,IT-592-069,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2016-01-29,50000,50000,7249,TL
E Bölge Müdürlüğü,IT-592-035,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2014-05-27,30000,30000,41556,TL
E Bölge Müdürlüğü,IT-592-027,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-12-20,200000,200000,337754,TL
C Bölge Müdürlüğü,IT-592-070,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-11-26,155000,155000,171417,TL
E Bölge Müdürlüğü,IT-592-085,Standart,Nakdi Krediler,Yapılandırma Kredileri,Bireysel Yapılandırma Kredisi,B,138202,2013-01-25,275000,275000,493348,TL
A Bölge Müdürlüğü,IT-592-064,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-11-11,500000,500000,756569,TL
A Bölge Müdürlüğü,IT-592-006,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-02-13,150000,150000,1575057,TL
E Bölge Müdürlüğü,IT-592-085,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-06-26,330000,330000,495939,TL
E Bölge Müdürlüğü,IT-592-039,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-10-21,350000,350000,1602538,TL
A Bölge Müdürlüğü,IT-592-066,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-04-16,50000,50000,19704,TL
A Bölge Müdürlüğü,IT-592-036,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-01-18,60000,60000,7002176,TL
E Bölge Müdürlüğü,IT-592-027,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-08-06,220000,220000,232016,TL
D Bölge Müdürlüğü,IT-592-041,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-02-01,100000,100000,454392,TL
C Bölge Müdürlüğü,IT-592-046,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-02-22,250000,250000,774445,TL
E Bölge Müdürlüğü,IT-592-032,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-15,265000,265000,349064,TL
B Bölge Müdürlüğü,IT-592-067,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-04-10,400000,400000,551473,TL
D Bölge Müdürlüğü,IT-592-088,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-12-12,430000,430000,1313166,TL
D Bölge Müdürlüğü,IT-592-083,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-09-19,80000,80000,1101283,TL
A Bölge Müdürlüğü,IT-592-072,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-01-21,50000,50000,361786,TL
A Bölge Müdürlüğü,IT-592-037,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-01-07,180000,180000,319135,TL
D Bölge Müdürlüğü,IT-592-047,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-12-28,35000,35000,169117,TL
C Bölge Müdürlüğü,IT-592-081,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-01-15,20000,20000,46079,TL
E Bölge Müdürlüğü,IT-592-003,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-11-02,555000,555000,1118269,TL
A Bölge Müdürlüğü,IT-592-042,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-04-21,40000,40000,48675,TL
B Bölge Müdürlüğü,IT-592-007,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-09-13,250000,250000,28784,TL
E Bölge Müdürlüğü,IT-592-004,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-03-07,200000,200000,584578,TL
B Bölge Müdürlüğü,IT-592-002,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-12-19,200000,200000,75085,TL
E Bölge Müdürlüğü,IT-592-095,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-05-15,336850,336850,8354973,TL
E Bölge Müdürlüğü,IT-592-015,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-03-31,100000,100000,24618548,TL
D Bölge Müdürlüğü,IT-592-062,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-02-24,400000,400000,697725,TL
D Bölge Müdürlüğü,IT-592-062,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-11-30,105000,105000,16662,TL
D Bölge Müdürlüğü,IT-592-088,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-04-06,500000,500000,537736,TL
E Bölge Müdürlüğü,IT-592-048,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-09-03,100000,100000,101547,TL
A Bölge Müdürlüğü,IT-592-011,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-03,375000,375000,1181949,TL
B Bölge Müdürlüğü,IT-592-000,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-06-12,200000,200000,605381,TL
E Bölge Müdürlüğü,IT-592-090,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-04-16,100000,100000,30247,TL
A Bölge Müdürlüğü,IT-592-020,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-09-18,40000,40000,90493,TL
C Bölge Müdürlüğü,IT-592-046,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-03-11,120000,120000,125681,TL
E Bölge Müdürlüğü,IT-592-096,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-04-29,100000,100000,350809,TL
D Bölge Müdürlüğü,IT-592-019,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-02-03,60000,60000,143728,TL
B Bölge Müdürlüğü,IT-592-021,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-04-18,100000,100000,381961,TL
A Bölge Müdürlüğü,IT-592-054,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-08-01,310000,310000,476406,TL
E Bölge Müdürlüğü,IT-592-035,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2014-04-16,15000,15000,17898,TL
B Bölge Müdürlüğü,IT-592-058,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-01-06,200000,200000,221862,TL
E Bölge Müdürlüğü,IT-592-032,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-12-12,25500,25500,236873,TL
D Bölge Müdürlüğü,IT-592-047,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-09-19,250000,250000,327757,TL
E Bölge Müdürlüğü,IT-592-048,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-01-18,60000,60000,87103,TL
D Bölge Müdürlüğü,IT-592-001,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-07-01,10000,10000,21933,TL
C Bölge Müdürlüğü,IT-592-070,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-05-05,50000,50000,68018,TL
B Bölge Müdürlüğü,IT-592-075,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-11,500000,500000,758042,TL
D Bölge Müdürlüğü,IT-592-012,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-04-30,600000,600000,641353,TL
B Bölge Müdürlüğü,IT-592-056,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-03-04,180000,180000,225322,TL
C Bölge Müdürlüğü,IT-592-046,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-02-08,122500,122500,126545,TL
C Bölge Müdürlüğü,IT-592-050,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-11-24,20000,20000,54196,TL
C Bölge Müdürlüğü,IT-592-029,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-08-26,63000,63000,139571,TL
D Bölge Müdürlüğü,IT-592-045,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-05-16,80000,80000,18586285,TL
C Bölge Müdürlüğü,IT-592-097,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-05-11,210000,210000,3473926,TL
A Bölge Müdürlüğü,IT-592-006,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2016-02-26,204000,204000,119581,TL
E Bölge Müdürlüğü,IT-592-098,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2014-12-16,150000,150000,201103,TL
E Bölge Müdürlüğü,IT-592-071,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2012-12-19,50000,50000,242708,TL
B Bölge Müdürlüğü,IT-592-002,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-04-11,150000,150000,156755,TL
D Bölge Müdürlüğü,IT-592-093,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-11-04,20000,20000,26846,TL
C Bölge Müdürlüğü,IT-592-040,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-03-13,301000,301000,1346225,TL
E Bölge Müdürlüğü,IT-592-003,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-06-30,250000,250000,16626943,TL
A Bölge Müdürlüğü,IT-592-036,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-04-20,50000,50000,60187,TL
B Bölge Müdürlüğü,IT-592-056,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-09,75000,75000,743971,TL
C Bölge Müdürlüğü,IT-592-081,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-03-09,120000,120000,1902981,TL
C Bölge Müdürlüğü,IT-592-046,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-04-04,185000,185000,306506,TL
B Bölge Müdürlüğü,IT-592-030,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-07-03,225000,225000,600021,TL
A Bölge Müdürlüğü,IT-592-054,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-01-31,150000,150000,47491,TL
B Bölge Müdürlüğü,IT-592-026,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-05-29,20000,20000,177101,TL
B Bölge Müdürlüğü,IT-592-002,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116209,2013-10-23,10000,10000,23347,TL
D Bölge Müdürlüğü,IT-592-014,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-04-01,42000,42000,72308,TL
A Bölge Müdürlüğü,IT-592-005,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2013-06-24,20000,20000,32075,TL
C Bölge Müdürlüğü,IT-592-040,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-12-31,80000,80000,1500195,TL
A Bölge Müdürlüğü,IT-592-076,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-02-26,100000,100000,236758,TL
B Bölge Müdürlüğü,IT-592-031,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-03-28,60000,60000,736077,TL
A Bölge Müdürlüğü,IT-592-036,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-12-10,80000,80000,825651,TL
B Bölge Müdürlüğü,IT-592-021,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-06-26,200000,200000,462734,TL
B Bölge Müdürlüğü,IT-592-021,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-03-14,80000,80000,210113,TL
A Bölge Müdürlüğü,IT-592-018,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-08-12,50000,50000,180265,TL
E Bölge Müdürlüğü,IT-592-094,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-12-01,190000,190000,1265292,TL
E Bölge Müdürlüğü,IT-592-051,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-10-08,40000,40000,137789,TL
E Bölge Müdürlüğü,IT-592-095,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-11-05,100000,100000,5680124,TL
C Bölge Müdürlüğü,IT-592-029,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-04-15,240000,240000,1129567,TL
C Bölge Müdürlüğü,IT-592-040,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-12-27,159000,159000,1070657,TL
B Bölge Müdürlüğü,IT-592-030,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,116202,2013-03-14,40000,40000,5134,TL
A Bölge Müdürlüğü,IT-592-068,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-11-12,120000,120000,299961,TL
A Bölge Müdürlüğü,IT-592-005,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138209,2012-12-27,87000,87000,225618,TL
C Bölge Müdürlüğü,IT-592-087,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2012-12-31,200000,200000,248961,TL
B Bölge Müdürlüğü,IT-592-067,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2014-01-23,40000,40000,60449,TL
B Bölge Müdürlüğü,IT-592-016,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-06-29,33000,33000,34712,TL
D Bölge Müdürlüğü,IT-592-077,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-04-21,100000,100000,150627,TL
D Bölge Müdürlüğü,IT-592-045,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2015-12-10,415000,415000,1092829,TL
D Bölge Müdürlüğü,IT-592-083,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-07-19,250000,250000,1889579,TL
D Bölge Müdürlüğü,IT-592-083,Standart,Nakdi Krediler,Bireysel Krediler,İhtiyaç Kredileri,B,138202,2013-07-02,100000,100000,97647,TL
